Title,Link,Sentence,Head,Tail,Relation
HVAC BACKPACK FOR MODULAR ANIMAL CRATE,https://patents.justia.com/patent/20250057105,The HVAC backpack includes a framework that supports the components of the HVAC unit and mounting to the modular crate.,hvac backpack,hvac unit,has part
HVAC BACKPACK FOR MODULAR ANIMAL CRATE,https://patents.justia.com/patent/20250057105,The HVAC backpack may include a control module with a touchscreen display to receive control inputs for operation of the HVAC unit and provide a visual display of conditions within the modular crate.,hvac unit,hvac backpack,part of
HVAC BACKPACK FOR MODULAR ANIMAL CRATE,https://patents.justia.com/patent/20250057105,One or more sensors carried by the HVAC backpack monitor air quality delivered to the modular animal crate.,hvac backpack,sensors,has part
HVAC BACKPACK FOR MODULAR ANIMAL CRATE,https://patents.justia.com/patent/20250057105,The control module may include alerting the user to conditions within the crate.,alerting,control module,subclass of
HVAC BACKPACK FOR MODULAR ANIMAL CRATE,https://patents.justia.com/patent/20250057105,A communications module allows for remote control operation of the HVAC backpack and receiving alerts to conditions within the modular crate.,remote control,communications module,has part
AUTOMATED SEALANT APPLICATION TO ASSEMBLED HVAC DUCT COMPONENTS AND BLANKS FOR FORMING ASSEMBLED HVAC DUCT COMPONENTS,https://patents.justia.com/patent/20190145651,A robotic system is provided for repeatedly and reproducibly applying a sealant to a seam in an assembled HVAC duct component.,duct,hvac,subclass of
AUTOMATED SEALANT APPLICATION TO ASSEMBLED HVAC DUCT COMPONENTS AND BLANKS FOR FORMING ASSEMBLED HVAC DUCT COMPONENTS,https://patents.justia.com/patent/20190145651,The applied sealant has a predetermined location on the assembled HVAC duct component to seal the seam.,duct,hvac,use
SIMPLIFIED SCHEDULE PROGRAMMING OF AN HVAC CONTROLLER,https://patents.justia.com/patent/20180023838,"The HVAC controller may include a user interface, such as but not limited to a touchscreen display, that enables a user to view and/or manipulate settings within the HVAC controller including but not limited to parameters within a programmable schedule.",touchscreen display,user interface,subclass of
SIMPLIFIED SCHEDULE PROGRAMMING OF AN HVAC CONTROLLER,https://patents.justia.com/patent/20180023838,"In some cases, the HVAC controller may provide the user with a better user experience when viewing or editing the programmable schedule.",programmable schedule,hvac controller,subclass of
DISPLAY FOR HVAC SYSTEMS IN REMOTE CONTROL UNITS,https://patents.justia.com/patent/20090140057,"The HVAC remote control unit may be configured to display two or more option on a display, wherein the user may be allowed to select one of the two or more options resulting in a selected option.",remote control unit,hvac,use
DISPLAY FOR HVAC SYSTEMS IN REMOTE CONTROL UNITS,https://patents.justia.com/patent/20090140057,The visual cue may include a different border for the selected option than the remaining options and/or a marker within or adjacent to the border.,border,visual cue,subclass of
DISPLAY FOR HVAC SYSTEMS IN REMOTE CONTROL UNITS,https://patents.justia.com/patent/20090140057,"It is also contemplated that a similar visual cue may be used in conjunction with an HVAC controller display, if desired.",hvac controller,visual cue,has part
HVAC CONTROLLER,https://patents.justia.com/patent/20240183567,"A controller for an environmental control system, e.g., an HVAC system, that includes a power circuit for providing power to some components of the controller across a variety of HVAC systems.",hvac system,environmental control system,subclass of
HVAC CONTROLLER,https://patents.justia.com/patent/20240183567,The universal AC power circuit included in the HVAC controller of this disclosure may provide power to components of the HVAC controller when the power stealing circuitry may be incompatible with certain HVAC systems.,hvac controller,ac power circuit,has part
HVAC CONTROLLER,https://patents.justia.com/patent/20240183567,"In this manner, the universal AC power circuit may allow the HVAC controller of this disclosure to be compatible with and operate to control a wide variety of environmental control systems.",hvac controller,environmental control systems,use
HVAC ANALYTICS,https://patents.justia.com/patent/20210071889,The monitor control unit determines an action for likely correcting the error of the HVAC system.,monitor control unit,hvac system,facet of
HVAC REMOTE CONTROL UNIT,https://patents.justia.com/patent/20090140063,An HVAC remote control unit for use in an HVAC system is described.,hvac remote control unit,hvac,use
HVAC REMOTE CONTROL UNIT,https://patents.justia.com/patent/20090140063,"In some instances, an HVAC remote control unit may be provided that wirelessly communicates with two or more HVAC controllers and/or other HVAC devices in a zoned HVAC system.",hvac remote control unit,hvac controllers,subclass of
HVAC REMOTE CONTROL UNIT,https://patents.justia.com/patent/20090140063,"When so provided, the remote control unit may be configured to allow a user to select between two or more zones of the zoned HVAC system, and to load one or more of the parameters and/or settings associated with a selected zone via the wireless interface.",zones,hvac system,facet of
A METHOD AND A MOBILE COMMUNICATION DEVICE FOR CONTROLLING AN HVAC COMPONENT IN A BUILDING,https://patents.justia.com/patent/20210071896,Identifier information is obtained from the physical identifier object (5) by a mobile communication device (1) and transmitted via the wireless network (6) to a remote computer system (2).,physical identifier,identifier,subclass of
A METHOD AND A MOBILE COMMUNICATION DEVICE FOR CONTROLLING AN HVAC COMPONENT IN A BUILDING,https://patents.justia.com/patent/20210071896,The remote computer system (2) returns HVAC component data linked to the identifier information.,remote computer system,hvac,facet of
A METHOD AND A MOBILE COMMUNICATION DEVICE FOR CONTROLLING AN HVAC COMPONENT IN A BUILDING,https://patents.justia.com/patent/20210071896,The mobile communication device (1) uses the component data for generating a user interface (100) for an HVAC virtual room unit for controlling the HVAC component (3).,virtual room unit,hvac,subclass of
HVAC controller with predictive cost optimization,https://patents.justia.com/patent/11953865,The processing circuit is configured to perform a second optimization subject to a constraint based on a result of the first optimization to generate a second set of control decisions for the HVAC equipment and to combine the first and second sets to generate a combined set of control decisions for the HVAC equipment.,control decisions,optimization,subclass of
HVAC controller with predictive cost optimization,https://patents.justia.com/patent/11953865,The processing circuit is configured to operate the HVAC equipment in accordance with the combined set of control decisions.,hvac,processing circuit,has part
POWER DISTRIBUTION PRICING METHOD OF COMMERCIAL HVAC SYSTEM AND APPARATUS AND METHOD FOR LOAD SCHEDULING OF HVAC SYSTEM USING SAID PRICING METHOD,https://patents.justia.com/patent/20200286188,Provided is a power distribution pricing method of the commercial HVAC system and an apparatus and method for load scheduling of the HVAC system utilizing the same.,load scheduling,hvac,facet of
HVAC SYSTEM GRADING SYSTEMS AND METHODS,https://patents.justia.com/patent/20150323211,"A second tracking module increments a second period of time when, during the predetermined period of time: (i) the HVAC system is ON and (ii) a split temperature of the HVAC system is outside of a temperature range of the HVAC system.",temperature range,temperature,subclass of
