Title,Link,Sentence,Head,Tail,Relation
HVAC controller and method for operating an HVAC system based on a difference in temperature between return air and supply air and an HVAC system employing the controller or method,https://patents.justia.com/patent/9625169,"In one embodiment, the HVAC controller includes: (1) an interface configured to receive a thermostat call and (2) a processor configured to initiate operation of the HVAC system in response to the thermostat call and control operation thereof based on a temperature difference across a conditioning unit of the HVAC system.",HVAC controller,thermostat,has part
Predictive HVAC system controlling apparatus and method,https://patents.justia.com/patent/10677487,"A predictive HVAC control apparatus and method, the predictive HVAC control apparatus having an input/output interface connected to a gain amplifier and a thermocouple amplifier, the gain amplifier connected to a first plurality of sensors disposed on an HVAC system, the HVAC system having HVAC system controls, and the temperature amplifier connected to a second plurality of sensors disposed on an HVAC system, a central processing unit connected to the input/output interface, and an HVAC control relay, connected to the input/output interface and the HVAC system controls.",thermocouple amplifier,gain amplifier,has part
Vibration-dampening support for an HVAC unit,https://patents.justia.com/patent/11268709,"The vibration-dampening support for an HVAC unit is configured for use with heating, ventilation, and air conditioning (HVAC) equipment.","heating, ventilation, and air conditioning",HVAC,subclass of
Vibration-dampening support for an HVAC unit,https://patents.justia.com/patent/11268709,The vibration-dampening support for an HVAC unit is a pedestal structure that forms a load path that transfers the load of the HVAC equipment to a supporting surface.,pedestal structure,HVAC unit,part of
Vibration-dampening support for an HVAC unit,https://patents.justia.com/patent/11268709,The vibration-dampening support for an HVAC unit is an elastic structure.,HVAC unit,elastic structure,has part
Vibration-dampening support for an HVAC unit,https://patents.justia.com/patent/11268709,"The vibration-dampening support for an HVAC unit comprises a pedestal plate, a spring housing, a mounting tube, and a compression spring.",compression spring,spring housing,subclass of
Vibration-dampening support for an HVAC unit,https://patents.justia.com/patent/11268709,The spring housing contains the compression spring.,compression spring,spring housing,subclass of
"HVAC Unit, A Method of Generating a Network Address for a HVAC Unit and a HVAC Controller Therefor",https://patents.justia.com/patent/20160330072,"An HVAC controller, a method for operating a HVAC unit and a HVAC unit are disclosed herein.",HVAC controller,HVAC unit,part of
HVAC FLUID CONDITIONING SYSTEM,https://patents.justia.com/patent/20190071331,"According to principles of the present inventive concepts, an HVAC fluid conditioning system comprises an inlet port configured to receive HVAC fluid from an HVAC condensation line.",HVAC condensation line,HVAC fluid,product or material produced
HVAC FLUID CONDITIONING SYSTEM,https://patents.justia.com/patent/20190071331,A conditioning system treats the HVAC fluid with a chemical or other treatment process to prevent the growth of harmful pollutants within the HVAC condensation line.,condensation line,HVAC fluid,subclass of
HVAC FLUID CONDITIONING SYSTEM,https://patents.justia.com/patent/20190071331,The treated HVAC fluid is then released from the conditioning system through an outlet port thereof and back into the HVAC condensation line.,condensation line,HVAC fluid,subclass of
HVAC FLUID CONDITIONING SYSTEM,https://patents.justia.com/patent/20190071331,A trap system can be provided to trap harmful gases created during the HVAC fluid treatment process.,HVAC fluid treatment,HVAC,facet of
HVAC SENSOR ASSEMBLY AND METHOD,https://patents.justia.com/patent/20110174889,An HVAC sensor assembly for sensor deployment within an HVAC air passage defined by passage walls is provided.,passage walls,HVAC,facet of
"HEATING, VENTILATING AND AIR CONDITIONING HVAC DEVICE BLOCK",https://patents.justia.com/patent/20240167719,"In a first configuration, the base HVAC device block (10) is configured to connect the external electrical interface (18) with the electronic circuit (12) for transmission of data signal(s) and thereby provide HVAC functionality(s) of a first category.",electronic circuit,external electrical interface,has part
"HVAC UNIT, A METHOD OF GENERATING A NETWORK ADDRESS FOR A HVAC UNIT AND A HVAC CONTROLLER THEREFOR",https://patents.justia.com/patent/20100295700,"An HVAC controller, a method for operating a HVAC unit and a HVAC unit are disclosed herein.",HVAC controller,HVAC unit,part of
Controlling air temperatures of HVAC units,https://patents.justia.com/patent/9822989,A master feedback loop and optimizer loop may be implemented to further control the behavior of the HVAC system.,master feedback loop,optimizer loop,subclass of
HVAC EQUIPMENT HAVING LOCATING SYSTEMS AND METHODS,https://patents.justia.com/patent/20160327293,Systems and methods for locating building equipment in a building management system (BMS) are provided.,building management system,building,facet of
HVAC EQUIPMENT HAVING LOCATING SYSTEMS AND METHODS,https://patents.justia.com/patent/20160327293,The processing circuit automatically determining a location of the HVAC device reporting the location of the HVAC device to the HVAC controller.,HVAC controller,HVAC device,has part
HVAC fluid conditioning system,https://patents.justia.com/patent/10822257,"According to principles of the present inventive concepts, an HVAC fluid conditioning system comprises an inlet port configured to receive HVAC fluid from an HVAC condensation line.",HVAC condensation line,HVAC fluid,product or material produced
HVAC fluid conditioning system,https://patents.justia.com/patent/10822257,A conditioning system treats the HVAC fluid with a chemical or other treatment process to prevent the growth of harmful pollutants within the HVAC condensation line.,condensation line,HVAC fluid,subclass of
HVAC fluid conditioning system,https://patents.justia.com/patent/10822257,The treated HVAC fluid is then released from the conditioning system through an outlet port thereof and back into the HVAC condensation line.,condensation line,HVAC fluid,subclass of
HVAC fluid conditioning system,https://patents.justia.com/patent/10822257,A trap system can be provided to trap harmful gases created during the HVAC fluid treatment process.,HVAC fluid treatment,HVAC,facet of
HVAC controller with user-friendly installation features facilitating both do-it-yourself and professional installation scenarios,https://patents.justia.com/patent/8544285,"A thermostat includes a housing, a user interface, and a processing system configured to control an HVAC system using setpoint temperature values.",HVAC system,thermostat,has part
Method for controlling HVAC units,https://patents.justia.com/patent/6402043,The method for adjusting the temperature set point of a HVAC unit and activating and deactivating the HVAC unit utilizes one sensor to periodically determine the thermostat activity in a controlled environment and a second sensor to measure the temperature of a transfer medium output from said HVAC system.,thermostat,HVAC unit,part of
Method for controlling HVAC units,https://patents.justia.com/patent/6402043,"A microprocessor receives, stores and processes information from the two sensors and is connected to and controls the HVAC unit.",microprocessor,sensors,has part
Method for controlling HVAC units,https://patents.justia.com/patent/6402043,The first sensor records thermostat activity for the controlled environment at set intervals over a defined time period and they are stored in the microprocessor.,thermostat,sensor,has part
Method for controlling HVAC units,https://patents.justia.com/patent/6402043,"An actual HVAC demand model for said controlled environment is created by the microprocessor, based on said recorded thermostat activity.",thermostat,HVAC,use
Method for controlling HVAC units,https://patents.justia.com/patent/6402043,The actual HVAC demand model is compared to an ideal HVAC demand model and a temperature change factor is calculated.,ideal HVAC demand model,HVAC demand model,instance of
